Year,Department,JobTitle,AveAnnualRate,NumEmployees
2008,Board of Elections            ,Internal Operations Manager   ,40019.2,1
2008,Board of Elections            ,Internal Operations Supvsr    ,32614.4,1
2008,Board of Elections            ,Laborer - NoEEORpt            ,17680,1
2008,Board of Elections            ,Logistics Coordinator         ,38459.2,2
2008,Board of Elections            ,Mapping & Statistics Coord    ,42848,1
2008,Board of Elections            ,Network Analyst - NoEEORpt    ,47382.4,1
2008,Board of Elections            ,Training Coord - NoEEORpt     ,31720,1
2008,Commonwealth Attorney,Attorney - NoEEORpt           ,45796.4,15
2008,Commonwealth Attorney,Detective                     ,36601.5,1
2008,Commonwealth Attorney,Paralegal - NoEEORpt          ,36006.75,2
2008,Commonwealth Attorney,Secretary - NoEEORpt          ,46722,1
2008,Commonwealth Attorney,Victim Advocate               ,38639.25,4
2009,Commonwealth Attorney,Attorney - NoEEORpt           ,46613.35714,14
2009,Commonwealth Attorney,Detective                     ,36972,1
2009,Commonwealth Attorney,Paralegal - NoEEORpt          ,39000,2
2009,Commonwealth Attorney,Secretary - NoEEORpt          ,46722,1
2009,Commonwealth Attorney,Victim Advocate               ,38925.9,5
2010,Commonwealth Attorney,Attorney - NoEEORpt           ,45512.53571,14
2010,Commonwealth Attorney,Detective                     ,37713,1
2010,Commonwealth Attorney,Paralegal - NoEEORpt          ,39780,2
2010,Commonwealth Attorney,Victim Advocate               ,38795.25,4
2011,Commonwealth Attorney,Attorney - NoEEORpt           ,45248.35714,14
2011,Commonwealth Attorney,Detective                     ,37713,1
2011,Commonwealth Attorney,Paralegal - NoEEORpt          ,36523.5,3
2011,Commonwealth Attorney,Victim Advocate               ,38795.25,4
2012,Commonwealth Attorney,Attorney - NoEEORpt           ,45498,13
2012,Commonwealth Attorney,Detective                     ,38473.5,1
2012,Commonwealth Attorney,Paralegal - NoEEORpt          ,35171.5,3
2012,Commonwealth Attorney,Victim Advocate               ,39575.25,4
2013,Commonwealth Attorney,Attorney - NoEEORpt           ,48597.9,15
2013,Commonwealth Attorney,Detective                     ,39234,1
2013,Commonwealth Attorney,Paralegal - NoEEORpt          ,34125,3
2013,Commonwealth Attorney,Victim Advocate               ,39035.1,5
2014,Commonwealth Attorney,Attorney - NoEEORpt           ,47121.75,16
2014,Commonwealth Attorney,Detective                     ,37401,1
2014,Commonwealth Attorney,Paralegal - NoEEORpt          ,37446.5,3
2014,Commonwealth Attorney,Victim Advocate               ,41616.9,5
2015,Commonwealth Attorney,Attorney - NoEEORpt           ,47212.75,18
2015,Commonwealth Attorney,Detective                     ,38142,1
2015,Commonwealth Attorney,Paralegal - NoEEORpt          ,38480,3
2015,Commonwealth Attorney,Victim Advocate               ,43305.6,5
2015,Commonwealth Attorney,Video Records Specialist      ,35734.4,1
2016,Commonwealth Attorney,Attorney - NoEEORpt           ,49508.20588,17
2016,Commonwealth Attorney,Detective                     ,38902.5,1
2016,Commonwealth Attorney,Paralegal - NoEEORpt          ,39341.25,4
2016,Commonwealth Attorney,Victim Advocate               ,46913.1,5
2016,Commonwealth Attorney,Video Records Specialist      ,38916.8,1
2017,Commonwealth Attorney,Attorney - NoEEORpt           ,51445.5,13
2017,Commonwealth Attorney,Detective                     ,38902.5,1
2017,Commonwealth Attorney,Paralegal - NoEEORpt          ,43962.75,2
2017,Commonwealth Attorney,Victim Advocate               ,49076.625,4
2017,Commonwealth Attorney,Video Records Specialist      ,38916.8,1
2008,Community Action Partnership,Administrative Asst           ,39915.2,1
2008,Community Action Partnership,Administrative Clerk          ,25334.4,1
2008,Community Action Partnership,Administrative Coordinator    ,42848,1
2008,Community Action Partnership,AmeriCorps Member             ,9672.059091,44
2008,Community Action Partnership,Business Accountant II        ,43617.6,1
2008,Community Action Partnership,Business Manager II           ,63835.2,1
2008,Community Action Partnership,Business Specialist           ,31366.4,1
2008,Community Action Partnership,Director                      ,105570.4,1
2008,Community Action Partnership,Executive Administrator       ,64617.8,1
2008,Community Action Partnership,Foster Grandparents           ,3111.655238,105
2008,Community Action Partnership,Info Systems Analyst          ,44990.4,1
2008,Community Action Partnership,Intergenerational Prg Wkr U310,17043,1
2008,Community Action Partnership,Public Information Specialist ,47153.6,1
2008,Community Action Partnership,Social Service Prog Asst      ,24783.2,4
2008,Community Action Partnership,Social Service Prog Coord     ,40402.51429,7
2008,Community Action Partnership,Social Service Prog Spec U315 ,36269.25714,7
2008,Community Action Partnership,Social Service Prog Supvsr I  ,43222.4,1
2008,Community Action Partnership,Social Service Technician U310,15314,1
2008,Community Action Partnership,Social Services Manager       ,58635.2,2
2008,Community Action Partnership,Staff Helper/External         ,18720,8
2008,Community Action Partnership,Staff Helper/Internal         ,17550,22
2008,Community Action Partnership,Volunteer Coordinator         ,37190.4,3
2009,Community Action Partnership,Administrative Asst           ,34788,2
2009,Community Action Partnership,AmeriCorps Member             ,9096.941176,17
2009,Community Action Partnership,Assistant Director            ,75082.8,1
2009,Community Action Partnership,Business Accountant II        ,34798.4,1
2009,Community Action Partnership,Comm Action Program Coord ARRA,39662.62857,7
2009,Community Action Partnership,Comm Action Program Supv ARRA ,43222.4,1
2009,Community Action Partnership,Executive Administrator       ,64617.8,3
2009,Community Action Partnership,Foster Grandparents           ,3135.6,106
2009,Community Action Partnership,Info Systems Analyst          ,44990.4,1
2009,Community Action Partnership,Intergenerational Prg Wkr U310,19435,2
2009,Community Action Partnership,Intern                        ,16848,15
2009,Community Action Partnership,Nutrition Center Supv U310    ,13181.65333,15
2009,Community Action Partnership,Secretary - A/U U315          ,31387.2,1
2009,Community Action Partnership,Social Service Prog Asst      ,23320.26667,6
2009,Community Action Partnership,Social Service Prog Coord     ,40916.57143,7
2009,Community Action Partnership,Social Service Prog Spec U315 ,36667.8,8
2009,Community Action Partnership,Social Service Prog Supvsr I  ,46956,2
2009,Community Action Partnership,Social Service Technician U310,17803.5,2
2009,Community Action Partnership,Social Services Manager       ,54579.2,2
2009,Community Action Partnership,Social Services Supvsr        ,44283.2,2
2009,Community Action Partnership,Social Worker U315            ,35568,2
2009,Community Action Partnership,Staff Helper/External         ,10582,8
2009,Community Action Partnership,Staff Helper/Internal         ,18720,18
2009,Community Action Partnership,Stimulus Grant Coord - ARRA   ,63835.2,1
2009,Community Action Partnership,Volunteer Coordinator         ,37190.4,3
2010,Community Action Partnership,Administrative Asst           ,33394.4,2
2010,Community Action Partnership,Assistant Director            ,76585.6,1
2010,Community Action Partnership,Business Accountant II        ,37273.6,1
2010,Community Action Partnership,Comm Action Program Coord ARRA,39540.8,1
2010,Community Action Partnership,Executive Administrator       ,65910,2
2010,Community Action Partnership,Foster Grandparents           ,3142.35514,107
2010,Community Action Partnership,Grants Contract Coordinator   ,65104,1
2010,Community Action Partnership,Info Systems Analyst          ,45884.8,1
2010,Community Action Partnership,Intergenerational Prg Wkr U310,20176,2
2010,Community Action Partnership,Intern                        ,15640,13
2010,Community Action Partnership,Nutrition Center Supv U310    ,13169.30588,17
2010,Community Action Partnership,Secretary - A/U U315          ,32011.2,1
2010,Community Action Partnership,Social Service Prog Asst      ,23756.57143,7
2010,Community Action Partnership,Social Service Prog Coord     ,40870.26667,12
2010,Community Action Partnership,Social Service Prog Spec U315 ,37183.46667,9
2010,Community Action Partnership,Social Service Prog Supvsr I  ,44096,4
2010,Community Action Partnership,Social Service Technician U310,18213,2
2010,Community Action Partnership,Social Services Manager       ,56243.2,1
2010,Community Action Partnership,Social Services Supvsr        ,45177.6,2
2010,Community Action Partnership,Social Worker U315            ,39665.6,1
2010,Community Action Partnership,Staff Helper/Internal         ,18145.26316,19
2010,Community Action Partnership,Volunteer Coordinator         ,38521.6,1
2011,Community Action Partnership,Administrative Asst           ,32442.8,4
2011,Community Action Partnership,Community Outreach Spec       ,37772.8,1
2011,Community Action Partnership,Executive Administrator       ,65910,2
2011,Community Action Partnership,Foster Grandparents           ,3092.394118,102
2011,Community Action Partnership,Grants Contract Coordinator   ,65104,1
2011,Community Action Partnership,Info Systems Analyst          ,45884.8,1
2011,Community Action Partnership,Intergenerational Prg Wkr U310,20624.5,2
2011,Community Action Partnership,Nutrition Center Supv U310    ,13329,13
2011,Community Action Partnership,Secretary - A/U U315          ,27456,1
2011,Community Action Partnership,Social Service Prog Asst      ,23868,4
2011,Community Action Partnership,Social Service Prog Coord     ,42255.2,2
2011,Community Action Partnership,Social Service Prog Spec U315 ,35927.37778,18
2011,Community Action Partnership,Social Service Prog Supvsr I  ,44096,2
2011,Community Action Partnership,Social Service Technician U310,18791.5,2
2011,Community Action Partnership,Social Services Manager       ,56243.2,1
2011,Community Action Partnership,Social Services Supvsr        ,45177.6,2
2011,Community Action Partnership,Social Worker U315            ,38261.6,2
2011,Community Action Partnership,Staff Helper/External         ,20293,2
2011,Community Action Partnership,Staff Helper/Internal         ,18720,9
2011,Community Action Partnership,Volunteer Coordinator         ,38521.6,1
2012,Community Action Partnership,Administrative Asst           ,32787.73333,3
2012,Community Action Partnership,Community Outreach Spec       ,38521.6,1
2012,Community Action Partnership,Executive Administrator       ,67228.2,1
2012,Community Action Partnership,Foster Grandparents           ,3066.05,116
2012,Community Action Partnership,Grants Coordinator            ,40331.2,1
2012,Community Action Partnership,Info Systems Analyst          ,46800,1
2012,Community Action Partnership,Intergenerational Prg Wkr U310,23257,1
2012,Community Action Partnership,Nutrition Center Supv U310    ,12663.95,16
2012,Community Action Partnership,Secretary - A/U U315          ,27060.8,1
2012,Community Action Partnership,Social Service Prog Asst      ,24202.88,5
2012,Community Action Partnership,Social Service Prog Coord     ,40331.2,1
2012,Community Action Partnership,Social Service Prog Spec U315 ,37315.2,12
2012,Community Action Partnership,Social Service Prog Supvsr I  ,44969.6,2
2012,Community Action Partnership,Social Service Technician U310,18908.5,2
2012,Community Action Partnership,Social Services Manager       ,57366.4,1
2012,Community Action Partnership,Social Services Supvsr        ,46072,2
2012,Community Action Partnership,Social Worker U315            ,38521.6,2
2012,Community Action Partnership,Staff Helper/Internal         ,18720,31
2012,Community Action Partnership,Volunteer Coordinator         ,39291.2,1
2013,Community Action Partnership,Administrative Asst           ,32787.73333,3
2013,Community Action Partnership,Executive Administrator       ,67228.2,1
2013,Community Action Partnership,Foster Grandparents           ,3101.203061,98
2013,Community Action Partnership,Grants Coordinator            ,40331.2,1
2013,Community Action Partnership,Info Systems Analyst          ,47736,1
2013,Community Action Partnership,Intergenerational Prg Wkr U310,23257,1
2013,Community Action Partnership,Nutrition Center Supv U310    ,12333.1,16
2013,Community Action Partnership,Public Information Specialist ,41267.2,1
2013,Community Action Partnership,Secretary - A/U U315          ,27476.8,1
2013,Community Action Partnership,Social Service Prog Asst      ,24835.2,4
2013,Community Action Partnership,Social Service Prog Coord     ,41142.4,1
2013,Community Action Partnership,Social Service Prog Spec U315 ,37235.2,13
2013,Community Action Partnership,Social Service Prog Supvsr I  ,45864,1
2013,Community Action Partnership,Social Service Technician U310,18908.5,2
2013,Community Action Partnership,Social Services Manager       ,58510.4,1
2013,Community Action Partnership,Social Services Supvsr        ,46987.2,2
2013,Community Action Partnership,Social Worker U315            ,38937.6,2
2013,Community Action Partnership,Staff Helper/Internal         ,18720,31
2013,Community Action Partnership,Volunteer Coordinator         ,39291.2,1
2014,Community Action Partnership,Administrative Asst           ,36140,2
2014,Community Action Partnership,Grants Coordinator            ,41142.4,1
2014,Community Action Partnership,Info Systems Analyst          ,48692.8,1
2014,Community Action Partnership,Intergenerational Prg Wkr U310,24206,1
2014,Community Action Partnership,Nutrition Center Supv U310    ,12489.65714,14
2014,Community Action Partnership,Public Information Specialist ,42099.2,1
2014,Community Action Partnership,Social Service Prog Asst      ,25339.6,4
2014,Community Action Partnership,Social Service Prog Coord     ,42588,2
2014,Community Action Partnership,Social Service Prog Spec U315 ,36768,13
2014,Community Action Partnership,Social Service Prog Supvsr I  ,46779.2,1
2014,Community Action Partnership,Social Service Technician U310,19792.5,2
2014,Community Action Partnership,Social Services Manager       ,59675.2,1
2014,Community Action Partnership,Social Services Supvsr        ,47923.2,2
2014,Community Action Partnership,Social Worker U315            ,40778.4,2
2014,Community Action Partnership,Staff Helper/Internal         ,18720,31
2014,Community Action Partnership,Volunteer Coordinator         ,39291.2,1
